1588291200000,8620.00000000,8739.01000000,8613.56000000,8707.51000000,3459.68866500,1588294799999,30048334.63131534,35104,1756.77408300,15257342.04754400,0
1588294800000,8707.50000000,8762.04000000,8657.85000000,8662.61000000,2271.60461400,1588298399999,19789676.93967357,26742,995.60091500,8675514.27165754,0
1588298400000,8663.07000000,8730.00000000,8644.32000000,8726.36000000,1827.66902000,1588301999999,15907238.22150173,20157,839.74346100,7308324.56422321,0
1588302000000,8725.50000000,8738.00000000,8665.26000000,8675.35000000,2038.99630500,1588305599999,17723267.93413456,22621,972.88607500,8457832.49659902,0
1588305600000,8675.10000000,8799.71000000,8674.01000000,8791.59000000,2605.77922700,1588309199999,22764778.16772638,28566,1492.54197200,13040131.85404562,0
1588309200000,8791.59000000,8835.70000000,8755.36000000,8815.42000000,3055.18048400,1588312799999,26892393.30694579,31383,1504.40495100,13242847.01103216,0
1588312800000,8815.27000000,8815.27000000,8745.93000000,8756.90000000,2006.71673600,1588316399999,17602896.84119039,22751,1049.50810400,9206551.08123321,0
1588316400000,8757.00000000,8780.00000000,8703.03000000,8767.18000000,3489.03986700,1588319999999,30508597.45136049,34988,2025.01322000,17706956.31561667,0
1588320000000,8767.18000000,8798.91000000,8745.01000000,8794.02000000,1928.32773600,1588323599999,16920391.78017899,23828,1009.03063100,8853661.78815122,0
1588323600000,8794.37000000,8860.00000000,8770.00000000,8845.52000000,3538.49593400,1588327199999,31177408.19710375,36239,2001.63520200,17639073.80013440,0
1588327200000,8845.71000000,8900.00000000,8815.82000000,8900.00000000,4227.33253300,1588330799999,37428615.35296002,36973,2229.07172100,19740100.98263396,0
1588330800000,8899.99000000,9059.18000000,8868.00000000,8995.66000000,9752.36998200,1588334399999,87399405.62578605,76112,5045.46928000,45223968.98591682,0
1588334400000,8995.73000000,9022.00000000,8815.00000000,8878.53000000,10373.21187900,1588337999999,92615020.32189327,73424,3992.62269300,35610323.68212108,0
1588338000000,8878.52000000,8925.00000000,8772.05000000,8792.20000000,6269.84674600,1588341599999,55365725.79882661,49736,2973.03060600,26254913.85458270,0
1588341600000,8792.20000000,8840.31000000,8716.28000000,8823.17000000,5851.25495100,1588345199999,51337021.58062206,47185,2684.41703300,23562811.53544659,0
1588345200000,8822.05000000,8858.68000000,8725.00000000,8726.84000000,4582.77466500,1588348799999,40306626.22088807,39770,2222.54005400,19556120.45311112,0
1588348800000,8726.88000000,8765.13000000,8655.31000000,8735.83000000,6069.70335000,1588352399999,52874957.02676310,54366,2730.63724300,23795999.79525456,0
1588352400000,8735.82000000,8768.85000000,8687.01000000,8762.74000000,3389.48654400,1588355999999,29599059.59815634,33418,1759.96252000,15372233.23029140,0
1588356000000,8763.42000000,8780.00000000,8721.00000000,8733.45000000,2169.86114700,1588359599999,18993936.01974329,25715,1021.72869800,8944811.33703888,0
1588359600000,8733.45000000,8772.71000000,8702.00000000,8727.82000000,2242.96668100,1588363199999,19592009.77303911,24189,1016.86960600,8882714.33784758,0
1588363200000,8727.97000000,8748.69000000,8663.28000000,8729.04000000,2407.46816500,1588366799999,20970814.94951279,29087,1090.09091600,9498346.80384979,0
1588366800000,8729.89000000,8849.99000000,8729.22000000,8844.67000000,2781.24982300,1588370399999,24450380.53699602,36753,1613.90582100,14183718.62571672,0
1588370400000,8844.66000000,8870.00000000,8796.23000000,8837.15000000,2492.51969100,1588373999999,22016079.46307947,27531,1351.29674000,11938748.07815877,0
1588374000000,8837.15000000,8893.43000000,8800.52000000,8826.96000000,2637.27031400,1588377599999,23355490.89147326,29322,1384.57293600,12263342.97165843,0
1588377600000,8825.67000000,8843.64000000,8762.00000000,8827.99000000,2148.83020000,1588381199999,18929699.56060789,26517,1036.18684300,9129847.73967405,0
1588381200000,8827.98000000,8829.00000000,8771.03000000,8792.17000000,1467.73748200,1588384799999,12919521.80162326,18851,656.19438000,5776703.01871699,0
1588384800000,8791.64000000,8838.54000000,8753.00000000,8812.35000000,1561.92846900,1588388399999,13743351.67920492,21403,777.37815900,6839552.52652245,0
1588388400000,8812.36000000,8856.40000000,8792.95000000,8834.08000000,1696.09847100,1588391999999,14978887.10187437,19404,869.03941800,7676251.79002337,0
1588392000000,8834.29000000,8856.76000000,8792.00000000,8818.51000000,1685.40784500,1588395599999,14871567.31417362,19077,739.98591600,6528847.03387410,0
1588395600000,8818.82000000,8832.18000000,8782.62000000,8816.42000000,1159.56242500,1588399199999,10210033.24027150,16916,620.02173500,5460135.08427448,0
1588399200000,8816.83000000,8846.00000000,8806.83000000,8822.85000000,1840.98875700,1588402799999,16258521.45064358,19795,1200.35009500,10601367.06091357,0
1588402800000,8822.21000000,8830.00000000,8783.49000000,8799.01000000,1810.69449200,1588406399999,15947508.15126184,19326,823.02592700,7250129.91491507,0
1588406400000,8799.00000000,8819.14000000,8768.00000000,8773.42000000,2269.55710100,1588409999999,19958508.47852519,21929,1274.82807100,11213527.82208780,0
1588410000000,8773.42000000,8822.95000000,8772.02000000,8811.90000000,1366.68038400,1588413599999,12030742.03535356,18147,661.70698500,5824995.03626185,0
1588413600000,8811.69000000,8846.62000000,8806.36000000,8828.23000000,3235.78097300,1588417199999,28568786.44413058,23009,2217.67507800,19583288.91185501,0
1588417200000,8828.22000000,8887.00000000,8828.22000000,8834.00000000,2788.44479100,1588420799999,24701413.90158219,29079,1599.86320300,14172673.44099425,0
1588420800000,8834.84000000,8940.00000000,8834.84000000,8859.35000000,4530.97424300,1588424399999,40309038.19931462,43580,2692.31691000,23950781.35549142,0
1588424400000,8859.80000000,8909.74000000,8850.86000000,8899.73000000,2068.58730700,1588427999999,18372656.52218446,23149,1006.60654300,8941467.10790910,0
1588428000000,8897.93000000,8950.00000000,8885.97000000,8919.51000000,3523.58659100,1588431599999,31420689.14027415,33356,1869.99844600,16677923.99091375,0
1588431600000,8919.19000000,8967.62000000,8894.00000000,8936.41000000,3733.74130500,1588435199999,33335741.52471180,36496,1807.91211700,16143967.69655134,0
1588435200000,8936.41000000,9010.00000000,8918.07000000,8980.63000000,4661.29148800,1588438799999,41848047.28170701,48976,2481.27938300,22281544.27137362,0
1588438800000,8980.93000000,8999.98000000,8948.00000000,8971.98000000,2331.02011900,1588442399999,20906314.53902943,29831,1075.95811100,9649518.96872791,0
1588442400000,8971.98000000,8972.00000000,8811.00000000,8866.72000000,5971.26414500,1588445999999,52964873.35915426,53814,2165.67573700,19201284.81809697,0
1588446000000,8867.08000000,8880.00000000,8820.00000000,8878.11000000,1839.81470900,1588449599999,16291738.45346659,22716,902.92301300,7997621.38859540,0
1588449600000,8878.00000000,8930.93000000,8860.00000000,8930.53000000,1694.23370400,1588453199999,15073090.29854533,21699,932.63388400,8296758.23692461,0
1588453200000,8930.53000000,8939.00000000,8883.15000000,8924.93000000,1575.51635900,1588456799999,14047345.00150181,23532,708.69864400,6317114.24360466,0
1588456800000,8924.94000000,8939.99000000,8892.89000000,8933.54000000,1415.24647300,1588460399999,12615864.00930303,19440,735.10258800,6551829.91816930,0
1588460400000,8934.39000000,8985.00000000,8921.42000000,8972.05000000,2625.09971700,1588463999999,23534920.05580419,27842,1544.99226300,13850336.96513025,0
1588464000000,8972.58000000,9150.00000000,8937.00000000,9124.35000000,6939.42051400,1588467599999,62960429.25997720,66647,4030.65418200,36568169.58914269,0
1588467600000,9124.42000000,9200.00000000,9055.00000000,9115.52000000,7267.83552200,1588471199999,66442480.59755613,62285,3607.09769700,32977753.53957761,0
1588471200000,9116.22000000,9146.62000000,9072.36000000,9073.06000000,2868.09192700,1588474799999,26140954.96083626,25913,1444.70470600,13168642.25928982,0
1588474800000,9073.06000000,9160.00000000,9072.72000000,9132.95000000,2476.56374500,1588478399999,22593375.32142197,26179,1353.98275300,12351457.84055297,0
1588478400000,9133.25000000,9150.23000000,9105.17000000,9112.26000000,2238.48076500,1588481999999,20419552.79146951,24033,1227.86123300,11200643.96248328,0
1588482000000,9112.25000000,9130.56000000,9080.00000000,9096.21000000,2406.32948500,1588485599999,21904317.39541657,25915,1035.25689000,9424986.56762526,0
1588485600000,9096.02000000,9098.43000000,8911.35000000,9003.00000000,7405.55799100,1588489199999,66556157.64958991,54262,3687.95029000,33134496.34256978,0
1588489200000,9002.99000000,9031.35000000,8982.00000000,8990.75000000,2502.90814200,1588492799999,22545338.84965815,26122,1268.25337400,11425039.56616212,0
1588492800000,8990.75000000,9049.19000000,8966.22000000,9033.78000000,1967.08675400,1588496399999,17745288.20759469,23234,940.11823200,8482657.19215805,0
1588496400000,9033.74000000,9122.44000000,9027.00000000,9104.49000000,2859.83546300,1588499999999,25969732.61145590,30323,1612.84051500,14646994.86977828,0
1588500000000,9103.96000000,9140.00000000,8992.00000000,9041.46000000,3537.19325100,1588503599999,32075671.68321452,37218,1727.22727300,15668546.37901022,0
1588503600000,9040.90000000,9098.17000000,9019.99000000,9045.50000000,1827.21670800,1588507199999,16560987.41887577,23436,923.33732700,8369038.89770625,0
1588507200000,9045.62000000,9094.00000000,8853.00000000,8958.85000000,7371.05449400,1588510799999,66014751.09038685,62147,3211.92007300,28773403.57476987,0
1588510800000,8959.98000000,8960.00000000,8824.67000000,8920.82000000,7503.99207700,1588514399999,66694973.13563730,59279,3525.43844000,31336610.17335927,0
1588514400000,8920.83000000,8921.83000000,8727.00000000,8767.10000000,6800.46290500,1588517999999,60043243.26899746,56367,2747.83258900,24283081.92714683,0
1588518000000,8768.55000000,8843.00000000,8712.00000000,8813.00000000,5487.67937300,1588521599999,48231334.08885362,51020,2661.28146100,23384304.84238519,0
1588521600000,8812.78000000,8881.00000000,8781.49000000,8852.14000000,2971.24540300,1588525199999,26297081.93387406,31755,1439.72118500,12741766.35439565,0
1588525200000,8851.50000000,8887.00000000,8781.20000000,8818.29000000,2378.77551500,1588528799999,21024621.86490055,26300,1095.91813900,9691226.90944805,0
1588528800000,8818.29000000,8869.00000000,8802.00000000,8848.55000000,1517.45571600,1588532399999,13415840.90709471,19569,777.44961100,6873850.33817090,0
1588532400000,8848.35000000,8906.00000000,8843.76000000,8872.34000000,2289.33708000,1588535999999,20332847.83698922,25582,1271.19374200,11291030.71124655,0
1588536000000,8871.31000000,8883.97000000,8790.00000000,8843.55000000,2014.04101700,1588539599999,17797389.24759528,25784,892.76486200,7889610.24697644,0
1588539600000,8843.55000000,8908.61000000,8806.00000000,8856.00000000,1700.49225600,1588543199999,15057088.66619829,26341,891.80058100,7900243.12279509,0
1588543200000,8856.28000000,8955.00000000,8856.01000000,8895.70000000,3431.46108600,1588546799999,30601696.22080678,39130,1680.03785800,14985040.69969139,0
1588546800000,8896.08000000,8921.76000000,8851.56000000,8894.16000000,2363.54845400,1588550399999,21001940.92375842,28619,1266.72738700,11255845.89479565,0
1588550400000,8894.15000000,8936.10000000,8770.00000000,8806.18000000,4085.93199100,1588553999999,36162398.75938430,36434,1962.50715300,17376478.42955431,0
1588554000000,8806.22000000,8836.42000000,8630.55000000,8693.71000000,7862.14503500,1588557599999,68479222.58903878,66086,3061.16371700,26665965.27288821,0
1588557600000,8693.76000000,8780.41000000,8672.67000000,8746.70000000,2740.61042800,1588561199999,23947192.21864962,30312,1267.66415400,11078300.89633948,0
1588561200000,8746.70000000,8768.75000000,8701.00000000,8730.84000000,1761.36124200,1588564799999,15381972.43095304,20987,966.19937200,8438000.74648885,0
1588564800000,8730.85000000,8741.99000000,8621.00000000,8687.87000000,4059.23858600,1588568399999,35239679.01640431,38752,1889.20880900,16405684.25374498,0
1588568400000,8688.04000000,8695.95000000,8522.00000000,8606.11000000,7444.50769200,1588571999999,63981834.02828627,59470,3454.61425200,29693404.19255092,0
1588572000000,8606.11000000,8650.00000000,8582.17000000,8620.80000000,2867.26981600,1588575599999,24739352.27879510,28065,1395.29626500,12041508.96372869,0
1588575600000,8620.80000000,8669.00000000,8569.82000000,8648.41000000,3214.57869600,1588579199999,27722383.42018228,30634,1572.68342200,13570209.60834007,0
1588579200000,8648.42000000,8716.80000000,8638.68000000,8691.29000000,3560.96027300,1588582799999,30924178.49476042,37522,1656.58457300,14386238.45993478,0
1588582800000,8691.00000000,8696.88000000,8594.26000000,8630.54000000,3031.44179500,1588586399999,26197953.70888939,31923,1273.32972100,11006230.44535717,0
1588586400000,8630.55000000,8680.00000000,8602.00000000,8623.46000000,2678.67884100,1588589999999,23162591.56220275,30131,1441.02031300,12462358.68027016,0
1588590000000,8623.47000000,8697.65000000,8617.89000000,8672.36000000,2413.24500200,1588593599999,20903224.34153389,26488,1285.14435800,11132056.21673352,0
1588593600000,8672.57000000,8748.00000000,8646.52000000,8714.58000000,3652.09676800,1588597199999,31814568.16400064,38420,1755.15929300,15288661.22759409,0
1588597200000,8714.97000000,8836.00000000,8713.57000000,8829.48000000,4579.06183900,1588600799999,40152520.99590441,43134,2224.53030400,19506851.57645475,0
1588600800000,8828.35000000,8860.00000000,8776.06000000,8780.10000000,5029.11092700,1588604399999,44337537.62375647,46088,2155.64547800,19004316.65966703,0
1588604400000,8781.02000000,8849.19000000,8779.33000000,8848.00000000,2823.87742900,1588607999999,24895577.85888427,36099,1304.84893300,11505003.75223063,0
1588608000000,8848.00000000,8887.00000000,8789.00000000,8828.96000000,4115.99904100,1588611599999,36374829.06979872,44341,1611.69389900,14243808.28751838,0
1588611600000,8829.20000000,8848.13000000,8743.58000000,8799.54000000,3216.48605400,1588615199999,28271032.81019102,34448,1375.45745500,12087533.85496248,0
1588615200000,8799.54000000,8873.00000000,8790.00000000,8845.40000000,2388.20222200,1588618799999,21102498.57416183,26789,1110.57384600,9814977.96259083,0
1588618800000,8845.39000000,8881.80000000,8806.00000000,8830.14000000,2371.79855600,1588622399999,20981763.76862880,26704,1093.75307100,9675259.33703438,0
1588622400000,8828.94000000,8926.00000000,8828.07000000,8902.65000000,3024.35650200,1588625999999,26876102.88167019,33388,1658.89871400,14745555.35741581,0
1588626000000,8901.81000000,8942.38000000,8875.69000000,8936.71000000,2225.62624100,1588629599999,19834947.60217779,29139,1264.92491000,11274999.17178643,0
1588629600000,8936.56000000,8950.00000000,8844.37000000,8869.93000000,2786.35316900,1588633199999,24825833.88208937,27370,1192.49575700,10627139.44629731,0
1588633200000,8869.94000000,8904.00000000,8825.00000000,8871.96000000,2485.57418600,1588636799999,22034622.61358172,26078,1144.98245300,10149531.78053450,0
1588636800000,8871.92000000,8928.35000000,8840.68000000,8901.65000000,2320.63763600,1588640399999,20623182.89611974,25866,1059.85291300,9419262.98686501,0
1588640400000,8901.61000000,8902.99000000,8825.92000000,8879.58000000,1945.86556700,1588643999999,17246596.49083409,24787,903.53867600,8007163.88671690,0
1588644000000,8879.90000000,8886.63000000,8822.00000000,8853.75000000,1660.17273600,1588647599999,14694719.96537882,20504,789.55201600,6989401.95617167,0
1588647600000,8853.75000000,8874.87000000,8815.00000000,8850.00000000,1994.92165000,1588651199999,17650313.23533513,23486,1120.72866000,9916549.57562718,0
1588651200000,8850.00000000,9085.00000000,8849.97000000,9043.80000000,7260.64433800,1588654799999,65228547.01412902,57168,4024.64438400,36170157.32285984,0
