Start,YLow,YVAL,YPOC,YVAH,YHigh,SessionOpen,HourClose,LinRegAlpha,LinRegBeta,LinRegR2,YNakedLowDistPct,YNakedVALDistPct,YNakedPOCDistPct,YNakedVAHDistPct,YNakedHighDistPct,CrossYLow,CrossYVAL,CrossYPOC,CrossYVAH,CrossYHigh
2017-08-19T00:00:00Z,3952.9,4219.918181818181,4279.2555555555555,4325.877777777778,4371.5,4108.37,4163.49,6963.718761244553,-44.574054491420966,0.17689308276045324,-0.05058016231574946,0.013553096517148273,0.027804931813347863,0.03900280240321893,0.049960489877482646,true,false,false,false,false
2017-08-20T00:00:00Z,3882.6000000000004,4014.249494949495,4044.8656565656565,4170.391919191919,4184.7,4139.98,4086.09,NaN,NaN,NaN,-0.04980066518358621,-0.01758172361609883,-0.010088946507380799,0.020631439638363152,0.024133095453110348,false,false,false,true,true
2017-08-21T00:00:00Z,4047.2000000000003,4119.731313131313,4132.345454545455,4168.611111111111,4202.3,4069.13,4108.28,4156.965146501553,8.288440053746337,0.7202482767538502,-0.014867535805738527,0.002787374066839,0.005857793175113526,0.014685248111402234,0.02288548979134831,true,false,false,false,false
2017-08-22T00:00:00Z,3912.7000000000003,3949.645454545455,4019.4313131313133,4078.954545454546,4114.900000000001,4016,3794.83,5136.169114916872,-6.028222946201819,0.022354111273092947,0.031060679925056022,0.0407964136853179,0.059186133010256964,0.07487148184623449,0.08434369919074125,true,true,true,true,false
2017-08-23T00:00:00Z,3400,3820.628282828283,3863.4040404040406,4027.3777777777777,4104.8,4040,4036,4804.538636607933,2.6313813224843305,0.014505988964634065,-0.15758176412289396,-0.05336266530518264,-0.04276411288304246,-0.0021363285981720174,0.01704658077304266,false,false,false,false,true
2017-08-24T00:00:00Z,4013.9,4093.090909090909,4215.709090909091,4254.027272727273,4265.8,4147,4132,4286.400546775966,4.278813831043831,0.17751745178558798,-0.028581800580832505,-0.00941652732553025,0.020258734489131455,0.02953225380621325,0.03238141335914815,false,true,true,true,true
2017-08-25T00:00:00Z,4085,4143.821212121212,4183.035353535353,4230.652525252525,4361.3,4316.01,4365.47,4339.174196518626,6.176031271189134,0.4664832691566132,-0.06424737771648877,-0.0507731785761415,-0.04179037914924324,-0.030882694130866774,-0.0009552236070801248,false,false,false,false,true
2017-08-26T00:00:00Z,4248.3,4302.558585858586,4319.253535353536,4354.730303030304,4453.900000000001,4280.68,4281,43751.955337870706,-458.70151914123676,0.12498870023009157,-0.007638402242466671,0.0050358761641173585,0.00893565413537395,0.01722268232429426,0.04038775986918957,true,true,true,false,false
2017-08-27T00:00:00Z,4212.400000000001,4265.838383838384,4297.272727272728,4317.705050505051,4367,4332.51,4339,5330.316744389527,48.60448490536854,0.33381480565627797,-0.02917722977644606,-0.016861400359902214,-0.009616794820758716,-0.004907801220315493,0.006453099792578935,false,false,true,true,true
2017-08-28T00:00:00Z,4285.5,4315.833333333333,4327.5,4361.333333333333,4400,4310.01,4282.2,7034.8769487493355,-30.05884970534976,0.10848814717610544,0.0007706319181729443,0.00785421823673187,0.010578674513100786,0.018479597714570365,0.02750922423053575,true,true,true,true,false
2017-08-29T00:00:00Z,4124.6,4262.79393939394,4294.684848484849,4350.493939393939,4386.7,4386.69,4349.44,6595.518529130756,161.39213339273854,0.4560283502250445,-0.05169401118304868,-0.019921199190254382,-0.012589011807301822,0,0.008566620070629834,false,false,false,true,true
2017-08-30T00:00:00Z,4314.400000000001,4314.400000000001,4352.2787878787885,4418.5666666666675,4625.900000000001,4587.48,4575.23,NaN,NaN,NaN,-0.057009155823860014,-0.057009155823860014,-0.04873005556468441,-0.0342416301111271,0.011074853067496277,false,false,false,true,true
2017-08-31T00:00:00Z,4416.2,4541.19696969697,4554.354545454546,4609.177777777778,4632.3,4555.14,4579.99,NaN,NaN,NaN,-0.03576208681678344,-0.008470112446321895,-0.005597273038904931,0.006372891158665879,0.011421422317516064,false,false,false,true,true
2017-09-01T00:00:00Z,4555.1,4564.761616161617,4595.678787878788,4667.174747474748,4745.400000000001,4724.89,4730.04,28890.919489461194,-279.22928610500105,0.41997827924382636,-0.03698488807705635,-0.03494228036938017,-0.02840593570481683,-0.013290638668013778,0.003247329832305981,false,false,false,true,true
2017-09-02T00:00:00Z,4654.900000000001,4699.367676767677,4718.09090909091,4790.643434343435,4885.6,4834.91,4885.55,1.1762775536458255E+06,-27851.91778296101,0.16741839192901586,-0.047210651820163464,-0.0381087744946471,-0.03427640509442954,-0.01942597366858703,1.023426226324199E-05,true,true,true,true,true
